➜  LogisticRegression git:(main) ✗ python MNIST_LogisticRegression_pytorch.py
epoch:7, iteration:  111 training average running loss: 0.115
epoch:8, iteration:    1 training average running loss: 0.012
epoch:8, iteration:   11 training average running loss: 0.136
epoch:8, iteration:   21 training average running loss: 0.118
epoch:8, iteration:   31 training average running loss: 0.142
epoch:8, iteration:   41 training average running loss: 0.124
epoch:8, iteration:   51 training average running loss: 0.148
epoch:8, iteration:   61 training average running loss: 0.114
epoch:8, iteration:   71 training average running loss: 0.122
epoch:8, iteration:   81 training average running loss: 0.118
epoch:8, iteration:   91 training average running loss: 0.120
epoch:8, iteration:  101 training average running loss: 0.128
epoch:8, iteration:  111 training average running loss: 0.135
epoch:9, iteration:    1 training average running loss: 0.011
epoch:9, iteration:   11 training average running loss: 0.120
epoch:9, iteration:   21 training average running loss: 0.122
epoch:9, iteration:   31 training average running loss: 0.110
epoch:9, iteration:   41 training average running loss: 0.125
epoch:9, iteration:   51 training average running loss: 0.105
epoch:9, iteration:   61 training average running loss: 0.137
epoch:9, iteration:   71 training average running loss: 0.112
epoch:9, iteration:   81 training average running loss: 0.129
epoch:9, iteration:   91 training average running loss: 0.158
epoch:9, iteration:  101 training average running loss: 0.108
epoch:9, iteration:  111 training average running loss: 0.120
epoch:10, iteration:    1 training average running loss: 0.006
epoch:10, iteration:   11 training average running loss: 0.124
epoch:10, iteration:   21 training average running loss: 0.156
epoch:10, iteration:   31 training average running loss: 0.128
epoch:10, iteration:   41 training average running loss: 0.111
epoch:10, iteration:   51 training average running loss: 0.128
epoch:10, iteration:   61 training average running loss: 0.102
epoch:10, iteration:   71 training average running loss: 0.122
epoch:10, iteration:   81 training average running loss: 0.121
epoch:10, iteration:   91 training average running loss: 0.112
epoch:10, iteration:  101 training average running loss: 0.114
epoch:10, iteration:  111 training average running loss: 0.123
Finished Training
Training Plotting Done!
iteration:    1 testdata average running loss: 0.015
iteration:   11 testdata average running loss: 0.151
Total testset images: 1902 correctly identified images: 1816 Error: 4.52155625657203% Accuracy : 92%
Plotting Done!
